team_home,team_away,outcome,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct
FC Augsburg,Eintracht Frankfurt,1,1.3176470588235294,1.0084033613445378,0.3764705882352941,0.2184873949579832
SV Werder Bremen,Bayer 04 Leverkusen,2,1.6911764705882353,1.5661764705882353,0.4117647058823529,0.4485294117647059
SC Freiburg,Borussia Dortmund,0,1.303921568627451,1.8602941176470589,0.37254901960784315,0.5073529411764706
VfB Stuttgart,FC Bayern Munich,0,1.6102941176470589,1.9926470588235294,0.4264705882352941,0.6176470588235294
Hamburger SV,Hannover 96,2,1.3088235294117647,1.036764705882353,0.40441176470588236,0.21323529411764705
1. FC Köln,SC Paderborn 07,1,1.1372549019607843,0.5882352941176471,0.3137254901960784,0.17647058823529413
FC Bayern Munich,Hamburger SV,2,2.8088235294117645,1.2205882352941178,0.8014705882352942,0.27941176470588236
Borussia Dortmund,1. FSV Mainz 05,2,2.1911764705882355,1.2521008403361344,0.6470588235294118,0.2773109243697479
Bayer 04 Leverkusen,VfL Wolfsburg,0,1.9852941176470589,1.3897058823529411,0.5588235294117647,0.3161764705882353
Borussia Mönchengladbach,1. FC Köln,2,1.7794117647058822,1.0784313725490196,0.5220588235294118,0.27450980392156865
TSG 1899 Hoffenheim,VfB Stuttgart,2,1.6323529411764706,1.4411764705882353,0.38235294117647056,0.3014705882352941
Hannover 96,SC Paderborn 07,0,1.6029411764705883,0.5882352941176471,0.45588235294117646,0.17647058823529413
Hertha BSC Berlin,SC Freiburg,0,1.1666666666666667,1.0980392156862746,0.37254901960784315,0.23529411764705882
SV Werder Bremen,FC Augsburg,2,1.6911764705882353,1.0470588235294118,0.4117647058823529,0.27058823529411763
Eintracht Frankfurt,FC Schalke 04,2,1.4789915966386555,1.2794117647058822,0.3865546218487395,0.34558823529411764
FC Schalke 04,SV Werder Bremen,1,1.8529411764705883,1.4191176470588236,0.5882352941176471,0.2426470588235294
VfL Wolfsburg,Hertha BSC Berlin,2,2.014705882352941,1.1666666666666667,0.5441176470588235,0.2647058823529412
1. FSV Mainz 05,Eintracht Frankfurt,2,1.4369747899159664,1.0084033613445378,0.46218487394957986,0.2184873949579832
FC Augsburg,Bayer 04 Leverkusen,1,1.3176470588235294,1.5661764705882353,0.3764705882352941,0.4485294117647059
SC Freiburg,TSG 1899 Hoffenheim,1,1.303921568627451,1.3088235294117647,0.37254901960784315,0.25735294117647056
VfB Stuttgart,Borussia Dortmund,0,1.6102941176470589,1.8602941176470589,0.4264705882352941,0.5073529411764706
Hamburger SV,Borussia Mönchengladbach,1,1.3088235294117647,1.1838235294117647,0.40441176470588236,0.27941176470588236
1. FC Köln,Hannover 96,1,1.1372549019607843,1.036764705882353,0.3137254901960784,0.21323529411764705
SC Paderborn 07,FC Bayern Munich,0,1.2352941176470589,1.9926470588235294,0.23529411764705882,0.6176470588235294
FC Bayern Munich,1. FC Köln,2,2.8088235294117645,1.0784313725490196,0.8014705882352942,0.27450980392156865
Borussia Dortmund,FC Schalke 04,2,2.1911764705882355,1.2794117647058822,0.6470588235294118,0.34558823529411764
Bayer 04 Leverkusen,SC Freiburg,2,1.9852941176470589,1.0980392156862746,0.5588235294117647,0.23529411764705882
Borussia Mönchengladbach,SC Paderborn 07,2,1.7794117647058822,0.5882352941176471,0.5220588235294118,0.17647058823529413
TSG 1899 Hoffenheim,1. FSV Mainz 05,2,1.6323529411764706,1.2521008403361344,0.38235294117647056,0.2773109243697479
Hannover 96,VfB Stuttgart,1,1.6029411764705883,1.4411764705882353,0.45588235294117646,0.3014705882352941
Hertha BSC Berlin,FC Augsburg,2,1.1666666666666667,1.0470588235294118,0.37254901960784315,0.27058823529411763
SV Werder Bremen,VfL Wolfsburg,0,1.6911764705882353,1.3897058823529411,0.4117647058823529,0.3161764705882353
Eintracht Frankfurt,Hamburger SV,2,1.4789915966386555,1.2205882352941178,0.3865546218487395,0.27941176470588236
FC Schalke 04,TSG 1899 Hoffenheim,2,1.8529411764705883,1.3088235294117647,0.5882352941176471,0.25735294117647056
1. FSV Mainz 05,Borussia Mönchengladbach,1,1.4369747899159664,1.1838235294117647,0.46218487394957986,0.27941176470588236
FC Augsburg,VfL Wolfsburg,2,1.3176470588235294,1.3897058823529411,0.3764705882352941,0.3161764705882353
Hannover 96,FC Bayern Munich,0,1.6029411764705883,1.9926470588235294,0.45588235294117646,0.6176470588235294
SC Freiburg,SV Werder Bremen,0,1.303921568627451,1.4191176470588236,0.37254901960784315,0.2426470588235294
VfB Stuttgart,Hertha BSC Berlin,1,1.6102941176470589,1.1666666666666667,0.4264705882352941,0.2647058823529412
Hamburger SV,Borussia Dortmund,1,1.3088235294117647,1.8602941176470589,0.40441176470588236,0.5073529411764706
1. FC Köln,Eintracht Frankfurt,2,1.1372549019607843,1.0084033613445378,0.3137254901960784,0.2184873949579832
SC Paderborn 07,Bayer 04 Leverkusen,0,1.2352941176470589,1.5661764705882353,0.23529411764705882,0.4485294117647059
Borussia Dortmund,1. FC Köln,1,2.1911764705882355,1.0784313725490196,0.6470588235294118,0.27450980392156865
Bayer 04 Leverkusen,VfB Stuttgart,2,1.9852941176470589,1.4411764705882353,0.5588235294117647,0.3014705882352941
VfL Wolfsburg,SC Freiburg,2,2.014705882352941,1.0980392156862746,0.5441176470588235,0.23529411764705882
Borussia Mönchengladbach,Hannover 96,2,1.7794117647058822,1.036764705882353,0.5220588235294118,0.21323529411764705
FC Augsburg,1. FSV Mainz 05,0,1.3176470588235294,1.2521008403361344,0.3764705882352941,0.2773109243697479
TSG 1899 Hoffenheim,Hamburger SV,2,1.6323529411764706,1.2205882352941178,0.38235294117647056,0.27941176470588236
Hertha BSC Berlin,FC Schalke 04,1,1.1666666666666667,1.2794117647058822,0.37254901960784315,0.34558823529411764
SV Werder Bremen,FC Bayern Munich,0,1.6911764705882353,1.9926470588235294,0.4117647058823529,0.6176470588235294
Eintracht Frankfurt,SC Paderborn 07,2,1.4789915966386555,0.5882352941176471,0.3865546218487395,0.17647058823529413
FC Bayern Munich,Borussia Mönchengladbach,0,2.8088235294117645,1.1838235294117647,0.8014705882352942,0.27941176470588236
FC Schalke 04,Bayer 04 Leverkusen,0,1.8529411764705883,1.5661764705882353,0.5882352941176471,0.4485294117647059
1. FSV Mainz 05,VfL Wolfsburg,1,1.4369747899159664,1.3897058823529411,0.46218487394957986,0.3161764705882353
Hannover 96,Borussia Dortmund,0,1.6029411764705883,1.8602941176470589,0.45588235294117646,0.5073529411764706
SC Freiburg,FC Augsburg,2,1.303921568627451,1.0470588235294118,0.37254901960784315,0.27058823529411763
VfB Stuttgart,Eintracht Frankfurt,2,1.6102941176470589,1.0084033613445378,0.4264705882352941,0.2184873949579832
Hamburger SV,Hertha BSC Berlin,0,1.3088235294117647,1.1666666666666667,0.40441176470588236,0.2647058823529412
1. FC Köln,SV Werder Bremen,1,1.1372549019607843,1.4191176470588236,0.3137254901960784,0.2426470588235294
SC Paderborn 07,TSG 1899 Hoffenheim,1,1.2352941176470589,1.3088235294117647,0.23529411764705882,0.25735294117647056
Borussia Dortmund,FC Bayern Munich,0,2.1911764705882355,1.9926470588235294,0.6470588235294118,0.6176470588235294
Bayer 04 Leverkusen,Hamburger SV,2,1.9852941176470589,1.2205882352941178,0.5588235294117647,0.27941176470588236
VfL Wolfsburg,VfB Stuttgart,2,2.014705882352941,1.4411764705882353,0.5441176470588235,0.3014705882352941
FC Augsburg,FC Schalke 04,1,1.3176470588235294,1.2794117647058822,0.3764705882352941,0.34558823529411764
TSG 1899 Hoffenheim,Borussia Mönchengladbach,0,1.6323529411764706,1.1838235294117647,0.38235294117647056,0.27941176470588236
Hertha BSC Berlin,SC Paderborn 07,2,1.1666666666666667,0.5882352941176471,0.37254901960784315,0.17647058823529413
SV Werder Bremen,1. FSV Mainz 05,1,1.6911764705882353,1.2521008403361344,0.4117647058823529,0.2773109243697479
Eintracht Frankfurt,Hannover 96,1,1.4789915966386555,1.036764705882353,0.3865546218487395,0.21323529411764705
SC Freiburg,1. FC Köln,2,1.303921568627451,1.0784313725490196,0.37254901960784315,0.27450980392156865
FC Bayern Munich,Eintracht Frankfurt,2,2.8088235294117645,1.0084033613445378,0.8014705882352942,0.2184873949579832
FC Schalke 04,SC Freiburg,1,1.8529411764705883,1.0980392156862746,0.5882352941176471,0.23529411764705882
Borussia Mönchengladbach,Borussia Dortmund,2,1.7794117647058822,1.8602941176470589,0.5220588235294118,0.5073529411764706
1. FSV Mainz 05,Bayer 04 Leverkusen,0,1.4369747899159664,1.5661764705882353,0.46218487394957986,0.4485294117647059
Hannover 96,Hertha BSC Berlin,1,1.6029411764705883,1.1666666666666667,0.45588235294117646,0.2647058823529412
VfB Stuttgart,SV Werder Bremen,2,1.6102941176470589,1.4191176470588236,0.4264705882352941,0.2426470588235294
Hamburger SV,VfL Wolfsburg,0,1.3088235294117647,1.3897058823529411,0.40441176470588236,0.3161764705882353
1. FC Köln,TSG 1899 Hoffenheim,2,1.1372549019607843,1.3088235294117647,0.3137254901960784,0.25735294117647056
SC Paderborn 07,FC Augsburg,2,1.2352941176470589,1.0470588235294118,0.23529411764705882,0.27058823529411763
Borussia Dortmund,SC Paderborn 07,2,2.1911764705882355,0.5882352941176471,0.6470588235294118,0.17647058823529413
Bayer 04 Leverkusen,Hannover 96,2,1.9852941176470589,1.036764705882353,0.5588235294117647,0.21323529411764705
VfL Wolfsburg,FC Schalke 04,1,2.014705882352941,1.2794117647058822,0.5441176470588235,0.34558823529411764
FC Augsburg,VfB Stuttgart,2,1.3176470588235294,1.4411764705882353,0.3764705882352941,0.3014705882352941
TSG 1899 Hoffenheim,FC Bayern Munich,0,1.6323529411764706,1.9926470588235294,0.38235294117647056,0.6176470588235294
Hertha BSC Berlin,1. FC Köln,1,1.1666666666666667,1.0784313725490196,0.37254901960784315,0.27450980392156865
SV Werder Bremen,Hamburger SV,2,1.6911764705882353,1.2205882352941178,0.4117647058823529,0.27941176470588236
Eintracht Frankfurt,Borussia Mönchengladbach,1,1.4789915966386555,1.1838235294117647,0.3865546218487395,0.27941176470588236
SC Freiburg,1. FSV Mainz 05,0,1.303921568627451,1.2521008403361344,0.37254901960784315,0.2773109243697479
FC Bayern Munich,VfB Stuttgart,2,2.8088235294117645,1.4411764705882353,0.8014705882352942,0.3014705882352941
Borussia Dortmund,SC Freiburg,2,2.1911764705882355,1.0980392156862746,0.6470588235294118,0.23529411764705882
Bayer 04 Leverkusen,SV Werder Bremen,1,1.9852941176470589,1.4191176470588236,0.5588235294117647,0.2426470588235294
Borussia Mönchengladbach,FC Schalke 04,2,1.7794117647058822,1.2794117647058822,0.5220588235294118,0.34558823529411764
TSG 1899 Hoffenheim,VfL Wolfsburg,1,1.6323529411764706,1.3897058823529411,0.38235294117647056,0.3161764705882353
Hannover 96,Hamburger SV,2,1.6029411764705883,1.2205882352941178,0.45588235294117646,0.27941176470588236
Hertha BSC Berlin,1. FSV Mainz 05,0,1.1666666666666667,1.2521008403361344,0.37254901960784315,0.2773109243697479
Eintracht Frankfurt,FC Augsburg,0,1.4789915966386555,1.0470588235294118,0.3865546218487395,0.27058823529411763
SC Paderborn 07,1. FC Köln,1,1.2352941176470589,1.0784313725490196,0.23529411764705882,0.27450980392156865
FC Bayern Munich,Hertha BSC Berlin,2,2.8088235294117645,1.1666666666666667,0.8014705882352942,0.2647058823529412
Borussia Dortmund,Eintracht Frankfurt,2,2.1911764705882355,1.0084033613445378,0.6470588235294118,0.2184873949579832
Borussia Mönchengladbach,VfL Wolfsburg,2,1.7794117647058822,1.3897058823529411,0.5220588235294118,0.3161764705882353
1. FSV Mainz 05,FC Schalke 04,2,1.4369747899159664,1.2794117647058822,0.46218487394957986,0.34558823529411764
Hannover 96,TSG 1899 Hoffenheim,0,1.6029411764705883,1.3088235294117647,0.45588235294117646,0.25735294117647056
VfB Stuttgart,SC Freiburg,1,1.6102941176470589,1.0980392156862746,0.4264705882352941,0.23529411764705882
Hamburger SV,FC Augsburg,2,1.3088235294117647,1.0470588235294118,0.40441176470588236,0.27058823529411763
1. FC Köln,Bayer 04 Leverkusen,1,1.1372549019607843,1.5661764705882353,0.3137254901960784,0.4485294117647059
SC Paderborn 07,SV Werder Bremen,1,1.2352941176470589,1.4191176470588236,0.23529411764705882,0.2426470588235294
FC Schalke 04,VfB Stuttgart,2,1.8529411764705883,1.4411764705882353,0.5882352941176471,0.3014705882352941
Bayer 04 Leverkusen,FC Bayern Munich,2,1.9852941176470589,1.9926470588235294,0.5588235294117647,0.6176470588235294
VfL Wolfsburg,Hannover 96,1,2.014705882352941,1.036764705882353,0.5441176470588235,0.21323529411764705
1. FSV Mainz 05,Hamburger SV,0,1.4369747899159664,1.2205882352941178,0.46218487394957986,0.27941176470588236
FC Augsburg,1. FC Köln,1,1.3176470588235294,1.0784313725490196,0.3764705882352941,0.27450980392156865
TSG 1899 Hoffenheim,Borussia Dortmund,1,1.6323529411764706,1.8602941176470589,0.38235294117647056,0.5073529411764706
Hertha BSC Berlin,Borussia Mönchengladbach,0,1.1666666666666667,1.1838235294117647,0.37254901960784315,0.27941176470588236
SV Werder Bremen,Eintracht Frankfurt,2,1.6911764705882353,1.0084033613445378,0.4117647058823529,0.2184873949579832
SC Freiburg,SC Paderborn 07,0,1.303921568627451,0.5882352941176471,0.37254901960784315,0.17647058823529413
FC Bayern Munich,FC Augsburg,0,2.8088235294117645,1.0470588235294118,0.8014705882352942,0.27058823529411763
Borussia Dortmund,Hertha BSC Berlin,2,2.1911764705882355,1.1666666666666667,0.6470588235294118,0.2647058823529412
Borussia Mönchengladbach,Bayer 04 Leverkusen,2,1.7794117647058822,1.5661764705882353,0.5220588235294118,0.4485294117647059
Hannover 96,SV Werder Bremen,1,1.6029411764705883,1.4191176470588236,0.45588235294117646,0.2426470588235294
Eintracht Frankfurt,TSG 1899 Hoffenheim,2,1.4789915966386555,1.3088235294117647,0.3865546218487395,0.25735294117647056
VfB Stuttgart,1. FSV Mainz 05,2,1.6102941176470589,1.2521008403361344,0.4264705882352941,0.2773109243697479
Hamburger SV,SC Freiburg,1,1.3088235294117647,1.0980392156862746,0.40441176470588236,0.23529411764705882
1. FC Köln,FC Schalke 04,2,1.1372549019607843,1.2794117647058822,0.3137254901960784,0.34558823529411764
SC Paderborn 07,VfL Wolfsburg,0,1.2352941176470589,1.3897058823529411,0.23529411764705882,0.3161764705882353
FC Schalke 04,SC Paderborn 07,2,1.8529411764705883,0.5882352941176471,0.5882352941176471,0.17647058823529413
Bayer 04 Leverkusen,TSG 1899 Hoffenheim,2,1.9852941176470589,1.3088235294117647,0.5588235294117647,0.25735294117647056
VfL Wolfsburg,Borussia Dortmund,2,2.014705882352941,1.8602941176470589,0.5441176470588235,0.5073529411764706
1. FSV Mainz 05,1. FC Köln,2,1.4369747899159664,1.0784313725490196,0.46218487394957986,0.27450980392156865
FC Augsburg,Hannover 96,0,1.3176470588235294,1.036764705882353,0.3764705882352941,0.21323529411764705
Hertha BSC Berlin,Eintracht Frankfurt,1,1.1666666666666667,1.0084033613445378,0.37254901960784315,0.2184873949579832
SV Werder Bremen,Borussia Mönchengladbach,0,1.6911764705882353,1.1838235294117647,0.4117647058823529,0.27941176470588236
SC Freiburg,FC Bayern Munich,2,1.303921568627451,1.9926470588235294,0.37254901960784315,0.6176470588235294
VfB Stuttgart,Hamburger SV,2,1.6102941176470589,1.2205882352941178,0.4264705882352941,0.27941176470588236
FC Bayern Munich,1. FSV Mainz 05,2,2.8088235294117645,1.2521008403361344,0.8014705882352942,0.2773109243697479
Borussia Dortmund,SV Werder Bremen,2,2.1911764705882355,1.4191176470588236,0.6470588235294118,0.2426470588235294
Borussia Mönchengladbach,FC Augsburg,0,1.7794117647058822,1.0470588235294118,0.5220588235294118,0.27058823529411763
TSG 1899 Hoffenheim,Hertha BSC Berlin,2,1.6323529411764706,1.1666666666666667,0.38235294117647056,0.2647058823529412
Hannover 96,SC Freiburg,2,1.6029411764705883,1.0980392156862746,0.45588235294117646,0.23529411764705882
Eintracht Frankfurt,Bayer 04 Leverkusen,2,1.4789915966386555,1.5661764705882353,0.3865546218487395,0.4485294117647059
Hamburger SV,FC Schalke 04,2,1.3088235294117647,1.2794117647058822,0.40441176470588236,0.34558823529411764
1. FC Köln,VfL Wolfsburg,1,1.1372549019607843,1.3897058823529411,0.3137254901960784,0.3161764705882353
SC Paderborn 07,VfB Stuttgart,0,1.2352941176470589,1.4411764705882353,0.23529411764705882,0.3014705882352941
FC Schalke 04,Eintracht Frankfurt,1,1.8529411764705883,1.0084033613445378,0.5882352941176471,0.2184873949579832
VfL Wolfsburg,Bayer 04 Leverkusen,2,2.014705882352941,1.5661764705882353,0.5441176470588235,0.4485294117647059
1. FSV Mainz 05,Borussia Dortmund,2,1.4369747899159664,1.8602941176470589,0.46218487394957986,0.5073529411764706
FC Augsburg,SV Werder Bremen,2,1.3176470588235294,1.4191176470588236,0.3764705882352941,0.2426470588235294
SC Freiburg,Hertha BSC Berlin,1,1.303921568627451,1.1666666666666667,0.37254901960784315,0.2647058823529412
VfB Stuttgart,TSG 1899 Hoffenheim,0,1.6102941176470589,1.3088235294117647,0.4264705882352941,0.25735294117647056
Hamburger SV,FC Bayern Munich,1,1.3088235294117647,1.9926470588235294,0.40441176470588236,0.6176470588235294
1. FC Köln,Borussia Mönchengladbach,1,1.1372549019607843,1.1838235294117647,0.3137254901960784,0.27941176470588236
SC Paderborn 07,Hannover 96,2,1.2352941176470589,1.036764705882353,0.23529411764705882,0.21323529411764705
FC Bayern Munich,SC Paderborn 07,2,2.8088235294117645,0.5882352941176471,0.8014705882352942,0.17647058823529413
Borussia Dortmund,VfB Stuttgart,1,2.1911764705882355,1.4411764705882353,0.6470588235294118,0.3014705882352941
Bayer 04 Leverkusen,FC Augsburg,2,1.9852941176470589,1.0470588235294118,0.5588235294117647,0.27058823529411763
Borussia Mönchengladbach,Hamburger SV,2,1.7794117647058822,1.2205882352941178,0.5220588235294118,0.27941176470588236
TSG 1899 Hoffenheim,SC Freiburg,1,1.6323529411764706,1.0980392156862746,0.38235294117647056,0.23529411764705882
Hannover 96,1. FC Köln,2,1.6029411764705883,1.0784313725490196,0.45588235294117646,0.27450980392156865
Hertha BSC Berlin,VfL Wolfsburg,2,1.1666666666666667,1.3897058823529411,0.37254901960784315,0.3161764705882353
SV Werder Bremen,FC Schalke 04,0,1.6911764705882353,1.2794117647058822,0.4117647058823529,0.34558823529411764
Eintracht Frankfurt,1. FSV Mainz 05,1,1.4789915966386555,1.2521008403361344,0.3865546218487395,0.2773109243697479
FC Schalke 04,Borussia Dortmund,2,1.8529411764705883,1.8602941176470589,0.5882352941176471,0.5073529411764706
VfL Wolfsburg,SV Werder Bremen,2,2.014705882352941,1.4191176470588236,0.5441176470588235,0.2426470588235294
1. FSV Mainz 05,TSG 1899 Hoffenheim,1,1.4369747899159664,1.3088235294117647,0.46218487394957986,0.25735294117647056
FC Augsburg,Hertha BSC Berlin,2,1.3176470588235294,1.1666666666666667,0.3764705882352941,0.2647058823529412
SC Freiburg,Bayer 04 Leverkusen,1,1.303921568627451,1.5661764705882353,0.37254901960784315,0.4485294117647059
VfB Stuttgart,Hannover 96,2,1.6102941176470589,1.036764705882353,0.4264705882352941,0.21323529411764705
Hamburger SV,Eintracht Frankfurt,0,1.3088235294117647,1.0084033613445378,0.40441176470588236,0.2184873949579832
1. FC Köln,FC Bayern Munich,0,1.1372549019607843,1.9926470588235294,0.3137254901960784,0.6176470588235294
SC Paderborn 07,Borussia Mönchengladbach,0,1.2352941176470589,1.1838235294117647,0.23529411764705882,0.27941176470588236
